ansatzbezeichnung;kontenbezeichnung;voranschlag-rj
Bauhof;Veräußerungen von Waren / Verumlagung Treibstoffe;0
Bauhof;Erträge aus Leistungen;0
Bauhof;Ersatz von Privaten  Für Pkw 2 Opel;100
Bauhof;Ersatz von Privaten  Für L 1 Steyr;2700
Bauhof;Ersatz von Privaten  Für L 2 Steyr;100
Bauhof;Ersatz von Privaten Für L 3 Man;300
Bauhof;Ersatz von Privaten  Für T 1 Iveco;700
Bauhof;Ersatz von Privaten  Für T 2 Movano-Van Opel;1400
Bauhof;Ersatz von Privaten für T 4 Dacia Logan;500
Bauhof;Lohners. von Privaten;31000
Bauhof;Ersatz von Privaten  für Treibstoff;6000
Bauhof;Kostenbeiträge für sonstige Leistungen / Verumlagung;0
Bauhof;Lohnersatz von and.Vst;1609000
Bauhof;Ersatz von and.Vst  für Pkw 2 Opel;5500
Bauhof;Ersatz von and.Vst. für Pkw 3 Suzuki SX4;5000
Bauhof;Ersatz von and.Vst. für Pkw 6 VW Transporter;2500
Bauhof;Ersatz von and.Vst.  für L 1 Steyr;35000
Bauhof;Ersatz von and.Vst  für L 2 Steyr;15000
Bauhof;Ersatz von and.Vst für L 3 Man;12000
Bauhof;Ersatz von and.Vst  für T 1 Iveco;19000
Bauhof;Ersatz von and.Vst für T 2 Movano-Van Opel;11000
Bauhof;Ersatz von and.Vst für T 4 Dacia Logan;8800
Bauhof;Ersatz von and.Vst.  für Treibstoff;80000
Bauhof;Miet- und Pachteinnahmen;2000
Bauhof;Sonstige Erträge;10000
Bauhof;Transfers von Ländern / Personalkostenzuschüsse;0
Bauhof;Zuschüsse AMS;20000
Gewässerregulierung;Zuschüsse Bund;25000
Gewässerregulierung;Zuschüsse Land;25000
Gewässerregulierung;Zuschüsse Land WV Ill-Walgau;2500
Einrichtung und Maßnahmen STVO.;Veräußerungen von Waren;0
Einrichtung und Maßnahmen STVO.;Veräußerungen von Waren / Verumlagung;0
Einrichtung und Maßnahmen STVO.;Kostenbeiträge für sonstige Leistungen;0
Einrichtung und Maßnahmen STVO.;Rückersätze Betreiber PLS;1200
Einrichtung und Maßnahmen STVO.;Sonstige Erträge;5500
Einrichtung und Maßnahmen STVO.;Zuschüsse Land;0
Notstandsmaßnahmen;Kostenersätze;1000
Notstandsmaßnahmen;Transfers von Ländern;300
Elektrizität;Dividenden und Gewinnabfuhren von Beteiligungen / PV-Anlagen;0
Elektrizität;Sonstige Erträge / Einspeiseentgelte PV-Anlagen;0
WC-Anlagen;Lohners. von anderen Vst.;5000
Strassenreinigung;Erträge aus Leistungen;0
Strassenreinigung;Ersatz von Privaten  Für Kehrmaschine;400
Strassenreinigung;Ersatz von Privaten Für  K2;200
Strassenreinigung;Ersatz von Privaten Für  K3 Steyr-Traktor;100
Strassenreinigung;Kostenbeiträge für sonstige Leistungen / Verumlagung;0
Strassenreinigung;Ersatz von And.Vst.  Für K 1 Kehrmaschine;1000
Strassenreinigung;Ersatz von And.Vst.  Für K 2;700
Strassenreinigung;Ersatz von And.Vst.  Für K 3 Steyr-Traktor;2100
Strassenreinigung;Sonstige Erträge;1600
Parkanlagen;Erträge aus Leistungen;0
Parkanlagen;Ersatz von Privaten für Kfz.;700
Parkanlagen;Lohnersatz von Privaten;9000
Parkanlagen;Kostenbeiträge für sonstige Leistungen / Verumlagung;0
Parkanlagen;Lohnersatz von anderen Vst.;165000
Parkanlagen;Ersatz von anderen Vst. für Kfz.;15000
Parkanlagen;Sonstige Erträge;1400
Parkanlagen;Transfers vom Ausland;0
Spielplätze;Entnahme Rücklage;206000
Spielplätze;Zuschüsse Land;7000
Öffentliche Beleuchtung und Uhren;Sonstige Erträge;20000
Marktwesen;Marktentgelte;7000
Marktwesen;Miet- und Pachtertrag / Marktstände;1500
Schwimmbad Felsenau;Miet- und Pachtertrag;3600
Schwimmbad Felsenau;Beitrag Gemeinde Frastanz;84600
Grundbesitz;Schuldaufnahme von  Finanzunternehmungen;6000000
Grundbesitz;Ersätze Gebühren;0
Grundbesitz;Miet- und Pachtertrag / Gemeindegrundstücke;170000
Grundbesitz;Leitungswegzins E-Werk;54200
Grundbesitz;Weiterverrechnung Kosten Umlegung Ketschelen III;0
Grundbesitz;Sonstige Erträge;100
Alpe Nenzingerberg;Miet- und Pachteinnahmen;1000
Alpe Nenzingerberg;Anteil Jagdpachtzins;2000
Abwasserbeseitigung;Betriebsausstattung;0
Abwasserbeseitigung;Kanalbenützungsgebühr;4070000
Abwasserbeseitigung;Finanzierungszuschüsse UWF-Neu   BA 44;7100
Abwasserbeseitigung;Finanzierungszuschüsse UWF-Neu   BA 46;16500
Abwasserbeseitigung;Finanzierungszuschüsse UWF-Neu   BA 47;12900
Abwasserbeseitigung;Finanzierungszuschüsse UWF-Neu   BA 48;4100
Abwasserbeseitigung;Finanzierungszuschüsse UWF-Neu   BA 49;8000
Abwasserbeseitigung;Finanzierungszuschüsse UWF-Neu   BA 50;8800
Abwasserbeseitigung;Finanzierungszuschüsse UWF-Neu   BA 53;4700
Abwasserbeseitigung;Finanzierungszuschüsse UWF-Neu   BA 54;6300
Abwasserbeseitigung;Finanzierungszuschüsse UWF-Neu   BA 55;7700
Abwasserbeseitigung;Finanzierungszuschüsse UWF-Neu   BA 56;3800
Abwasserbeseitigung;Finanzierungszuschüsse UWF-Neu   BA 57;16200
Abwasserbeseitigung;Finanzierungszuschüsse UWF-Neu   BA 60;17200
Abwasserbeseitigung;Finanzierungszuschüsse UWF-Neu   BA 63;3200
Abwasserbeseitigung;Finanzierungszuschüsse UWF-Neu   BA 65;8400
Abwasserbeseitigung;Finanzierungszuschüsse UWF-alt   BA 35;19700
Abwasserbeseitigung;Finanzierungszuschüsse UWF-alt   BA 22;13200
Abwasserbeseitigung;Finanzierungszuschüsse UWF-alt   BA 23;13700
Abwasserbeseitigung;Finanzierungszuschüsse UWF-alt   BA 23;12900
Abwasserbeseitigung;Finanzierungszuschüsse UWF-alt   BA 25;37000
Abwasserbeseitigung;Finanzierungszuschüsse UWF-alt   BA 24;30400
Abwasserbeseitigung;Finanzierungszuschüsse UWF-alt   BA 26;14200
Abwasserbeseitigung;Finanzierungszuschüsse UWF-alt   BA 26;7600
Abwasserbeseitigung;Finanzierungszuschüsse UWF-alt   BA 27;9400
Abwasserbeseitigung;Finanzierungszuschüsse UWF-alt   BA 28;22700
Abwasserbeseitigung;Finanzierungszuschüsse UWF-alt   BA 29;14400
Abwasserbeseitigung;Finanzierungszuschüsse UWF-alt   BA 30;17000
Abwasserbeseitigung;Finanzierungszuschüsse UWF-alt   BA 31;6200
Abwasserbeseitigung;Finanzierungszuschüsse UWF-alt   BA 33;8700
Abwasserbeseitigung;Finanzierungszuschüsse UWF-alt   BA 34;12200
Abwasserbeseitigung;Finanzierungszuschüsse UWF-alt   BA 36;13500
Abwasserbeseitigung;Finanzierungszuschüsse UWF-alt   BA 37;6300
Abwasserbeseitigung;Finanzierungszuschüsse UWF-alt   BA 38;8000
Abwasserbeseitigung;Finanzierungszuschüsse UWF-alt   BA 39;14100
Abwasserbeseitigung;Finanzierungszuschüsse UWF-alt   BA 40;23400
Abwasserbeseitigung;Finanzierungszuschüsse UWF-alt   BA 41;17100
Abwasserbeseitigung;Finanzierungszuschüsse UWF-alt   BA 42;10000
Abwasserbeseitigung;Finanzierungszuschüsse UWF-alt   BA 43;6600
Abfallbeseitigung;Verkauf von Müllgefässen;24000
Abfallbeseitigung;Veräußerungen von Waren;0
Abfallbeseitigung;Veräußerungen von Waren / Altstoffe;0
Abfallbeseitigung;Veräußerungen von Waren / Verumlagung;0
Abfallbeseitigung;Erträge aus Leistungen;0
Abfallbeseitigung;Lohners. von Privaten;500
Abfallbeseitigung;Kostenbeiträge für sonstige Leistungen / Verumlagung;0
Abfallbeseitigung;Lohnersatz von anderen Vst.;12000
Abfallbeseitigung;Ersatz von anderen Vst. für Kfz;2000
Abfallbeseitigung;Miet- und Pachteinnahmen;0
Abfallbeseitigung;Sonstige Erträge;6000
Abfallbeseitigung;Müllabfuhrgebühren;2140000
Abfallbeseitigung;Zuschuss Abfallverband;302000
Abfallbeseitigung;Zuschüsse AMS;0
Abfallbeseitigung;Zuschüsse v. priv. Unternehmungen;1900
Altstoffsammelzentrum;Verkauf von Müllgefässen;1700
Altstoffsammelzentrum;Veräußerungen von Waren;0
Altstoffsammelzentrum;Veräußerungen von Waren / Altstoffe;0
Altstoffsammelzentrum;Kostenbeiträge für sonstige Leistungen / Verumlagung;0
Altstoffsammelzentrum;Sonstige Erträge;77000
Altstoffsammelzentrum;Müllabfuhrgebühren;240000
Altstoffsammelzentrum;Zuschuss Abfallverband;9000
Altstoffsammelzentrum;Zuschüsse v. priv. Unternehmungen;14000
Wohn- u. Geschäftsgebäude;Miet- und Pachtertrag;0
Wohn- u. Geschäftsgebäude;Miet- und Pachtertrag / Bahnhofstraße 6 (Villa Claudia);23000
Wohn- u. Geschäftsgebäude;Miet- und Pachtertrag / Burggasse 6;900
Wohn- u. Geschäftsgebäude;Miet- und Pachtertrag / Burggasse 1 (Minigolf);1200
Wohn- u. Geschäftsgebäude;Miet- und Pachtertrag / Herrengasse 10-14 + Hirschgraben 13-15;27200
Wohn- u. Geschäftsgebäude;Miet- und Pachtertrag / Herrengasse 18 (Katzenturm);14000
Wohn- u. Geschäftsgebäude;Miet- und Pachtertrag / Hirschgraben 18a (Diebsturm);0
Wohn- u. Geschäftsgebäude;Miet- und Pachtertrag / Hirschgraben 35;32000
Wohn- u. Geschäftsgebäude;Miet- und Pachtertrag / Montfortgasse 2;94500
Wohn- u. Geschäftsgebäude;Miet- und Pachtertrag / Montfortgasse 17;200
Wohn- u. Geschäftsgebäude;Miet- und Pachtertrag / Mühletorplatz 20;3500
Wohn- u. Geschäftsgebäude;Miet- und Pachtertrag / Vorstadt 26;7400
Wohn- u. Geschäftsgebäude;Miet- und Pachtertrag / Mühletorplatz 3 (Grassmayrhaus);41000
Wohn- u. Geschäftsgebäude;Miet- und Pachtertrag / Schlossergasse 1;53000
Wohn- u. Geschäftsgebäude;Miet- und Pachtertrag / Schmiedgasse 23;32000
Wohn- u. Geschäftsgebäude;Miet- und Pachtertrag / Schlossergasse 3;7200
Wohn- u. Geschäftsgebäude;Miet- und Pachtertrag / Johannitergasse 4;37000
Wohn- u. Geschäftsgebäude;Miet- und Pachtertrag / Herrengasse 10;21000
Wohn- u. Geschäftsgebäude;Miet- und Pachtertrag / Schmiedgasse 7;7800
Wohn- u. Geschäftsgebäude;Miet- und Pachtertrag / Herrengasse 14 (Loacker-Haus);27000
Wohn- u. Geschäftsgebäude;Miet- und Pachtertrag / Schmiedgasse 9;13800
Wohn- u. Geschäftsgebäude;Miet- und Pachtertrag / Wohlwendstraße 1;14000
Wohn- u. Geschäftsgebäude;Miet-u.Pachteinnahmen Reichsstraße 141;0
Wohn- u. Geschäftsgebäude;Miet- und Pachtertrag / Langenfurch 4 (altes FW-Haus);1000
Wohn- u. Geschäftsgebäude;Miet- und Pachtertrag / Naflastraße 12;5100
Wohn- u. Geschäftsgebäude;Miet- und Pachtertrag / Tafernstraße 64 (TSV);11500
Wohn- u. Geschäftsgebäude;Miet- und Pachtertrag / Reichsstraße 86 (Klosterhof);25000
Wohn- u. Geschäftsgebäude;Miet- und Pachtertrag / Reichsstraße 3;11200
Wohn- u. Geschäftsgebäude;Miet- und Pachtertrag / Reichsstraße 5;7500
Wohn- u. Geschäftsgebäude;Miet- und Pachtertrag / Reichsstraße 5a;22500
Wohn- u. Geschäftsgebäude;Miet- und Pachtertrag / Hauptstraße 51;9500
Wohn- u. Geschäftsgebäude;Miet- und Pachtertrag / Im Gisinger Feld 8;19500
Wohn- u. Geschäftsgebäude;Miet- und Pachtertrag / Hauptstraße 46a (Ges.Lebensraum);6000
Wohn- u. Geschäftsgebäude;Miet- und Pachtertrag / Sägerstraße 76a (Tennishalle);16500
Wohn- u. Geschäftsgebäude;Miet- und Pachtertrag / Franz-Heim-Gasse 12;11500
Wohn- u. Geschäftsgebäude;Miet- und Pachtertrag / Steinbruchgasse 4a (Waaghaus);100
Wohn- u. Geschäftsgebäude;Miet- und Pachtertrag / Magdalenastraße 11c;100
Wohn- u. Geschäftsgebäude;Miet- und Pachtertrag / Schmittengässele 33 (Agrarschuppen);100
Wohn- u. Geschäftsgebäude;Miet- und Pachtertrag / Magdalenastraße 11d + 11e (Stadtgut);21500
Wohn- u. Geschäftsgebäude;Miet- und Pachtertrag / St.-Johannes-Gasse 8 (Feuerwehrhaus);15000
Wohn- u. Geschäftsgebäude;Miet- und Pachtertrag / Magdalenastraße 11 (Nahwärmenetz);61000
Wohn- u. Geschäftsgebäude;Miet- und Pachterträge / Kapfweg 2 (Pümpel-Areal);13000
Wohn- u. Geschäftsgebäude;Miet- und Pachtertrag / Grißstraße 11 (Sporthaus SC-Tisis);1500
Wohn- u. Geschäftsgebäude;Miet- und Pachtertrag / Liechtensteinerstraße 119d;13200
Wohn- u. Geschäftsgebäude;Miet- und Pachtertrag / St.-Antonius-Straße 7a (Carina);55000
Wohn- u. Geschäftsgebäude;Zuschüsse Bund;1800
Wohn- u. Geschäftsgebäude;Zuschüsse Land;2000
Wohn- u. Geschäftsgebäude;Investitions- und Tilgungszuschüsse zwischen Unternehmungen;211500
Wohn- u. Geschäftsgebäude;Miet-u.Pachteinnahmen Gilmstraße 2;79000
Wohn- u. Geschäftsgebäude;Miet-u.Pachteinnahmen Graf-Hugo-Wuhrgang 1;60000
Wohn- u. Geschäftsgebäude;Miet-u.Pachteinnahmen Graf-Hugo-Wuhrgang 3;46000
Wohn- u. Geschäftsgebäude;Miet-u.Pachteinnahmen Graf-Hugo-Wuhrgang 5;45000
Wohn- u. Geschäftsgebäude;Miet-u.Pachteinnahmen Graf-Hugo-Wuhrgang 7;33000
Seniorenheime - Seniorenbetreuung Feldkirch GmbH;Miet- und Pachteinnahmen;403000
Seniorenheime - Seniorenbetreuung Feldkirch GmbH;Investitions- und Tilgungszuschüsse zwischen Unternehmungen;18800
Betreutes Wohnen;Investitions- und Tilgungszuschüsse zwischen Unternehmungen;10000
Stadtgärtnerei;Verkaufserlös von  Blumen und Pflanzen;117000
Stadtgärtnerei;Erlöse von anderen Vst.  für Blumen und Pflanzen;35000
Stadtgärtnerei;Veräußerungen von Waren;0
Stadtgärtnerei;Veräußerungen von Waren / Verumlagung;0
Stadtgärtnerei;Erträge aus Leistungen;0
Stadtgärtnerei;Lohnersätze von Privaten;1000
Stadtgärtnerei;Kostenbeiträge für sonstige Leistungen / Verumlagung;0
Stadtgärtnerei;Lohnersätze von anderen Vst.;18000
Stadtgärtnerei;Miet- und Pachteinnahmen;0
Stadtgärtnerei;Sonstige Erträge;0
Stadtgärtnerei;Investitions- und Tilgungszuschüsse zwischen Unternehmungen;108900
Stadtforste;Erlöse Nutzholz;85000
Stadtforste;Erlöse Bürgerholz;4000
Stadtforste;Erlöse Nebennutzungen, Christbäume;2000
Stadtforste;Erlöse Schnittmaterial;200
Stadtforste;Erlöse Hackgut / Brennholz;200000
Stadtforste;Lohnersätze von Privaten;10000
Stadtforste;Lohnersätze von Forstbetriebsgemeinsch. Montfort;41000
Stadtforste;Lohnersätze von anderen Vst.;20000
Stadtforste;Lohnersätze von Unternehmensgruppe;3500
Stadtforste;Ersätze für Traktor;5000
Stadtforste;Ersätze für Fremdleistungen;30000
Stadtforste;Miet- und Pachteinnahmen;1000
Stadtforste;Eigenjagden;26700
Stadtforste;Genossenschaftsjagden;5000
Stadtforste;Sonstige Einnahmen und  Wildschäden;12000
Stadtforste;Btg. Wegerhaltung;5000
Stadtforste;Zuschüsse Bund;10700
Stadtforste;Zuschüsse Land;70000
Stadtforste;Investitions- und Tilgungszuschüsse zwischen Unternehmungen;265500
Stadtwerke;Abfuhr Stadthaushalt;0
Stadtwerke-Wasserwerk;Entnahme Rücklage Ökostromfonds;62000
Anschlagwesen;Einnahmen für Anschlagtafeln;5000
Anschlagwesen;Miete für Schauvitrinen;3000
Anschlagwesen;Ersätze Strom für Vitrinen;3200
Anschlagwesen;Ersätze Reinigung Vitrinen;1000
Anschlagwesen;Einnahmen für Anschlagkästen;200
Schlosswirtschaft Schattenburg;Miet- und Pachteinnahmen;6600
Schlosswirtschaft Schattenburg;Sonstige Erträge;900
Schlosswirtschaft Schattenburg;Laufende Transferzahlungen Eigene Unternehmen;61500
Montforthaus;Erlöse Gw.Wg. des Anlagevermögens;0
Montforthaus;Miet- und Pachteinnahmen;48000
Montforthaus;Sonstige Einnahmen;0
Montforthaus;Transfers von Ländern;125000
Montforthaus;Investitions- und Tilgungszuschüsse zwischen Unternehmungen;701100
Altes Hallenbad Reichenfeld;Miet-u.Pachteinnahmen;5100
Altes Hallenbad Reichenfeld;Investitions- und Tilgungszuschüsse zwischen Unternehmungen;12000
Vorarlberghalle;Miet- und Pachtertrag;20000
Vorarlberghalle;Investitions- und Tilgungszuschüsse zwischen Unternehmungen;145000
Garage Hirschgraben;Miet- und Pachteinnahmen;31000
Garage Wichnergasse;Miet- und Pachteinnahmen;0
Garage Wichnergasse;Sonstige Einnahmen;0
Garage Illsteg;Miet- und Pachteinnahmen;7200
Garage Gymnasiumplatz;Miet- und Pachteinnahmen;16500
Garage Gymnasiumplatz;Sonstige Einnahmen;300
Parkplatz Jahnplatz;Investitions- und Tilgungszuschüsse zwischen Unternehmungen;400
Finanzverwaltung;Erlöse aus Drucksorten  und Altmaterial;0
Finanzverwaltung;Leistungserlöse;8000
Finanzverwaltung;Einhebegebühren für  fremde Abgaben;2000
Finanzverwaltung;Sonstige Erträge;100
Finanzverwaltung;Sonstige Einnahmen;0
Geldverkehr;Zinsen von Girokonten;4000
Geldverkehr;Sonstige Erträge;100
Geldverkehr;Centdifferenzen Einnahmen;100
Beteiligungen GIG u.a.;Transferzahlungen von GIG;990400
Beteiligungen GIG u.a.;Gewinnentnahmen von Unternehmungen;1134200
Ausschließliche Gemeindeabgaben;Entnahmen aus Rücklagen;0
Ausschließliche Gemeindeabgaben;Grundsteuer von den land- und forstwirtschaftlichen Betreiben (A);11600
Ausschließliche Gemeindeabgaben;Grundsteuer von den Grundstücken (B);2574000
Ausschließliche Gemeindeabgaben;Kommunalsteuer;8770000
Ausschließliche Gemeindeabgaben;Fremdenverkehrsabgaben / Gästetaxe;280000
Ausschließliche Gemeindeabgaben;Fremdenverkehrsabgaben / Tourismusabgaben;650000
Ausschließliche Gemeindeabgaben;Vergnügungssteuern;9000
Ausschließliche Gemeindeabgaben;Abgaben für das Halten von Tieren / Hundesteuer;93000
Ausschließliche Gemeindeabgaben;Parkabgabe;750000
Ausschließliche Gemeindeabgaben;Parkabgabe (Parkkarten);83000
Ausschließliche Gemeindeabgaben;Nebenansprüche;10000
Ausschließliche Gemeindeabgaben;Ausgleichsabgaben für Garagen und Abstellplätze;7200
Ausschließliche Gemeindeabgaben;Ausgleichsabgaben für Kinderspielplätze;270000
Ausschließliche Gemeindeabgaben;Verwaltungsabgabe;110000
Ausschließliche Gemeindeabgaben;Kommissionsgebühren;4500
Ertragsanteile an gemeinschaftlichen Bundesabgaben;Ertragsanteile;44037100
Bedarfszuweisungen;Transfers von Ländern;150000
Sonstige Finanzzuweisungen nach FAG;Finanzzuweisung gemäß §24 FAG;233400
Aufgenommene Darlehen;Schuldaufn. v. Finanzunternehmungen;2172600
Gemeindeamt;Fahrzeuge Neuanschaffung;9500
Feuerwehr Gisingen;Gebäude;50000
Feuerwehr Tosters;Fahrzeuge Neuanschaffung;480000
Volksschule Levis/Stadt;Gebäude;14000
Volksschule Altenstadt;Gebäude;350000
Volksschule Nofels;Gebäude;220000
Volksschule Tisis;Gebäude;14000
Polytechnische Schule;Gebäude - Umbau;200000
Kindergarten Altenstadt Im Grisseler;Gebäude-Erweiterung;20000
Kindergarten Tosters Riedteilweg;Gebäude;10000
Kindergarten Tisis Rheinbergerstraße;Gebäude;300000
Kindergarten Tisis Gallmist;Neubau;0
Jugendhaus;Gebäude;750000
Jugendhaus;Betriebsausstattung;50000
Sportplätze;Gebäude Waldcamping;100000
Sportplätze;Fahrzeuge Neuanschaffung;4700
Sportplätze;Waldstadion;30000
Liechtensteinpalais;Gebäude;178000
Landesstraßen;J. J. Passage;650000
Landesstraßen;Planung / Errichtung Stadttunnel;48000
Landesstraßen;Grundablösen;1189000
Landesstraßen;Kapitaltransfers an Länder, Landesfonds und Landeskammern;0
Gemeindestraßen;Wichnergasse;56500
Gemeindestraßen;Kapfschlucht Planung;15000
Gemeindestraßen;Parkleitsystem;7000
Gemeindestraßen;Proj. Bahnhofsbezirk Mitte;17500
Gemeindestraßen;Straßenbauten Neustadt/Jahnplatz;200000
Gemeindestraßen;Straßenbauten Wohlwendstraße;126000
Gemeindestraßen;Amberggasse;78000
Gemeindestraßen;Straßenbauten Rebbündten;0
Gemeindestraßen;Ortszentrum Tosters;200000
Gemeindestraßen;Projekt Wolf-Huber-Straße;350000
Gemeindestraßen;Grundablösen;45600
Gemeindestraßen;Verkehrsberuhigung  / Fuß- u. Radwege;83000
Gemeindestraßen;Verkehrsberuhigung Neustadt;30000
Gemeindestraßen;Betriebsausstattung;105400
Bauhof;Gebäude;10000
Bauhof;Fahrzeuge Neuanschaffung;220000
Steinschlagschutzbauten;Interessensbeitrag;105000
Gewässerregulierung;Btg.an Wasserverband Nafla-Mühlbach -Ehbach Investitionsbeitrag;63000
Elektrizität;Sonderanlagen / PV-Anlagen;133000
Strassenreinigung;Fahrzeuge Neuanschaffung;15000
Spielplätze;Neubau Spielplätze;115000
Spielplätze;Neubau Kapuzinerplatz;0
Öffentliche Beleuchtung und Uhren;Neubau Straßenbeleuchtung;120000
Grundbesitz;Unbebaute Grundstücke;8000000
Abwasserbeseitigung;"Generelles Projekt ""Feldkirch Stadt""";50000
Abwasserbeseitigung;"Projekt ""Wichnergasse""";65000
Abwasserbeseitigung;"Projekt ""ÖBB Bahnhofsbezirk Mitte""";15000
Abwasserbeseitigung;Wasser- und Wasserbauten und -anlagen Wohlwendstraße;71000
Abwasserbeseitigung;Projekt Rebbünten / Umlegung;120000
